,Purchase_x,Occupation,Marital_Status,Gender_F,Age_0-17,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,City_Category_A,City_Category_B,City_Category_C,Stay_In_Current_City_Years_0,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
468795,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
468862,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
468937,0,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
468972,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
468989,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
469007,0,9,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
469025,0,6,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
469035,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
469047,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
469125,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
469150,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
469209,2,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
469570,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
469585,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
469749,0,10,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
469868,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
469882,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
469986,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
470026,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
470039,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
470074,0,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
470141,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
470155,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
470221,0,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
470277,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
470378,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
470397,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
470464,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
470494,0,16,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
470504,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
470658,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
470680,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
470733,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
470800,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
470815,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
470836,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
470850,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
470915,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
470933,0,14,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
470987,1,14,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
471165,1,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
471326,0,17,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
471417,0,20,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
471449,0,13,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
471519,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
471563,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
471643,3,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
472075,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
472117,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
472130,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
472151,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
472255,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
472309,0,14,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
472341,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
472401,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
472480,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
472623,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
472642,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
472692,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
472867,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
472920,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
473125,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
473177,1,20,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
473344,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
473353,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
473401,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
473445,1,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
473610,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
473697,0,14,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
473725,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
473739,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
473875,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
474043,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
474205,0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
474238,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
474262,0,16,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
474364,0,8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
474477,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
474498,0,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
474519,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
474558,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
474576,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
474613,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
474684,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
474695,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
474732,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
474751,0,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
474771,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
474798,1,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
474952,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
475026,0,10,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
475153,0,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
475178,0,9,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
475197,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
475321,2,17,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
475647,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
475682,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
475702,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
475715,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
475764,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
475786,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
476178,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
476217,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
476229,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
476247,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
476265,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
476538,0,17,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
476590,2,17,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
476804,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
476814,1,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
476971,0,17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
477018,1,20,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
477147,0,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
477231,0,7,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
477257,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
477312,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
477401,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
477423,2,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
477710,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
477744,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
477779,3,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
478219,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
478250,0,14,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
478333,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
478359,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
478451,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
478494,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
478552,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
478656,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
478722,0,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
478779,0,9,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
478795,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
478903,1,17,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
479091,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
479111,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
479239,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
479260,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
479385,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
479501,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
479511,0,5,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
479624,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
479681,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
479789,0,20,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
479815,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
479828,2,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
480097,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
480117,0,16,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
480221,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
480268,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
480305,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
480509,1,12,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
480657,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
480726,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
481291,0,17,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
481339,1,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
481471,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
481484,1,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
481664,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
481681,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
481696,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
481719,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
481738,1,17,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
481858,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
481880,0,18,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
481981,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
482001,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
482014,0,14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
482030,0,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
482061,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
482080,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
482105,0,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
482130,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
482208,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
482613,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
482626,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
482701,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
482813,0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
482819,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
482832,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
482946,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
483382,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
483443,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
483484,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
483671,0,17,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
483684,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
483714,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
483729,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
483807,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
483855,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
483939,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
484047,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
484111,0,17,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
484125,0,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
484177,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
484187,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
484211,0,19,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
484225,1,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
484367,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
484478,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
484525,0,7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
484554,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
484578,0,17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
484605,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
484722,0,12,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
484768,0,19,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
484863,0,17,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
484896,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
484988,0,5,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
485050,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
485127,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
485153,1,14,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
485310,0,19,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
485354,1,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
485562,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
485622,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
485700,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
485749,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
485838,2,17,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
486190,1,7,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
486320,0,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
486345,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
486366,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
486439,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
486482,0,13,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
486493,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
486516,0,7,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
486613,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
486650,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
486852,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
486874,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
486948,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
487002,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
487075,1,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
487270,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
487333,1,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
487492,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
487531,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
487682,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
487806,0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
487836,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
487912,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
487930,0,12,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
488025,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
488233,0,10,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
488325,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
488370,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
488405,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
488427,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
488569,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
488624,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
488637,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
488747,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
488761,1,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
488962,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
489021,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
489074,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
489086,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
489250,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
489312,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
489336,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
489533,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
489548,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
489559,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
489578,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
489633,0,14,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
489708,0,12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
489732,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
489920,1,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
490048,0,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
490089,0,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
490153,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
490174,0,17,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
490194,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
490326,0,7,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
490363,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
490435,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
490542,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
490768,2,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
491048,0,17,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
491083,0,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
491101,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
491137,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
491208,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
491233,0,19,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
491271,0,20,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
491307,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
491591,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
491652,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
491676,3,7,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
491986,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
492027,0,14,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
492053,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
492080,0,20,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
492123,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
492182,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
492215,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
492575,1,17,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
492691,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
492724,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
492746,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
492775,0,16,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
492849,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
493014,0,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
493073,1,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
493255,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
493356,0,6,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
493381,2,14,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
493668,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
493851,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
493937,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
493948,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
494099,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
494113,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
494145,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
494160,2,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
494499,1,17,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
494573,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
494622,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
494633,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
494668,0,15,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
494760,2,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
495077,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
495113,0,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
495204,2,20,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
495451,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
495488,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
495503,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
495531,1,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
495702,0,15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
495726,0,16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
495807,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
495826,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
495908,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
496006,0,9,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
496024,3,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
496354,0,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
496383,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
